ndc11,consumer_1,consumer_2,consumer_3,consumer_4,consumer_5,first_reference,second_reference,name,metadata
00002-4462-30,PillProjectDisc91/images/J603TG3CPQQ!C!WOLONU30044ESPRT.JPG,PillProjectDisc32/images/BFBVNO6YKAEM-Z64S1-0M03!IEZBZB7.JPG,PillProjectDisc28/images/BC8K8QBXRRZZAH5PB70!AY4E7NHKUIG.JPG,PillProjectDisc13/images/9I!HKV5HO5K2UZDRG8IK1QN9H4SN0Y.JPG,PillProjectDisc109/images/ZOYRLVRFI2HBR4ZKC_J4OZAG3CGLOU.JPG,PillProjectDisc22/images/B685_ZRKO9IS3_UP!9UZVGXZMI8_NMY.JPG,PillProjectDisc92/images/K5J5BVS_BOQKIE9YH6S9Q!Y38UC9-Y.JPG,CIALIS 5MG TAB,"{'Shape': 'TEAR', 'Color': 'YELLOW', 'Imprint': 'C;5', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00002-4463-30,PillProjectDisc87/images/FBY3ZV23ZD074VY!VZ4XJA2IOUIR59.JPG,PillProjectDisc87/images/F-N0C334NW6GV38!S5YE1CMCHK4XLQ.JPG,PillProjectDisc48/images/BU5DSUG_5XQ2K0TGJPC388JN841DZDP.JPG,PillProjectDisc18/images/B264HDHY!UT-4_NUGXXJPNVOO2Y83YI.JPG,PillProjectDisc70/images/CM4PDTDDSOB_MUC49S1_ZAN20ZDWXJS.JPG,PillProjectDisc22/images/B5WPSDOK_REQG!7AYY6Y5JEOW6-XH6R.JPG,PillProjectDisc89/images/H9JU86IBG9QFK6RA6H!GCA6NST!0IO.JPG,CIALIS 10MG TABLETS,"{'Shape': 'TEAR', 'Color': 'YELLOW', 'Imprint': 'C;10', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00002-4464-30,PillProjectDisc49/images/BVP3E67VD8RLAKYIUN660ZTPIDTLQ7H.JPG,PillProjectDisc101/images/S2RRH!NBIA4P7!T8L2CO9I!MI7LR_U.JPG,PillProjectDisc62/images/CFFGE97URHD5FJ0VHCLY-S8T6N6YER2.JPG,PillProjectDisc103/images/TT-CKRPMEJWI!SOGYP7ZX7DT!EIV_3.JPG,PillProjectDisc88/images/GH1RMIU27LB0I3E7V8O8JL_5KVJF86.JPG,PillProjectDisc101/images/SKRA6_1EEVU852JDHOP!S1YW_ML_YT.JPG,PillProjectDisc39/images/BMCSIU_NGORR1IZ155-2NAUCQQCKW8-.JPG,CIALIS 20MG TABLETS,"{'Shape': 'TEAR', 'Color': 'YELLOW', 'Imprint': 'C;20', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00002-4770-90,PillProjectDisc23/images/B77GBO6WNTVWHM-R9DFAJ9EY2G-QZI3.JPG,PillProjectDisc44/images/BQP-8P04ENBA8MUM6OIUV29LIDUBJSI.JPG,PillProjectDisc13/images/9M69QEAT5I5S1IOE1LR0T_8GW3VL9F.JPG,PillProjectDisc99/images/PZX19B9QPG5X7C6_RKTVE69M7Z-IQE.JPG,PillProjectDisc51/images/BXO7D53I7!0!QS42248I7BTT6E!TQ-S.JPG,PillProjectDisc41/images/BNN1PNTL5CGM93SRP81-6P3Q49WVAV7.JPG,PillProjectDisc69/images/CLAHXF6C5QNBLCPLSX4UKSW2WEHQ_S3.JPG,LIVALO 1MG TAB,"{'Shape': 'ROUND', 'Color': 'WHITE', 'Imprint': '1;KC', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00002-4771-90,PillProjectDisc88/images/FQUB_7PH76TNG35XLTMLSG8XK65T_W.JPG,PillProjectDisc28/images/BC-8XZE2YFYBOWHZ4CSWJFU6_TW8FVI.JPG,PillProjectDisc90/images/HXBGST0B2J-37YN9FMMXN_-CNYVET4.JPG,PillProjectDisc71/images/CN6HU7NOMJWM4D515-USOZ9KIZ-E!O3.JPG,PillProjectDisc108/images/YMG08N6!9ULN_L!6L9QPS157B_TSG-.JPG,PillProjectDisc26/images/B9Y4X5HB9VJ3PMX84VH7AUU0Z_9IKET.JPG,PillProjectDisc56/images/C1REFD668-ZG3GNGN6P3TPR64T8!022.JPG,LIVALO 2MG TAB,"{'Shape': 'ROUND', 'Color': 'WHITE', 'Imprint': '2;KC', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00002-4772-90,PillProjectDisc18/images/B2PFDI75Y6RZVW0GI1OKF5D32M26M4P.JPG,PillProjectDisc105/images/VL7UEU-I3_5HN3BEK25MZ2C7Y_S8A8.JPG,PillProjectDisc72/images/COJNABOSJ81S-LGAJFBFF1I0JXCOLFR.JPG,PillProjectDisc87/images/FD-3G1A8PVIL78Z6GG01WZHVWVN9WE.JPG,PillProjectDisc10/images/6NCGT3VDQMC5Z9GMZ!SUTFJE2GUFG1.JPG,PillProjectDisc14/images/B!W-2P_Q!W76D5QUZ6HTFMNC75!L64P.JPG,PillProjectDisc44/images/BQ_G0ISD60NXZ_KMSXHL2LZCXF-J0VP.JPG,LIVALO 4MG TAB,"{'Shape': 'ROUND', 'Color': 'WHITE', 'Imprint': '4;KC', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00003-4214-21,PillProjectDisc104/images/U_HK93THD9NMZADIA-NE1RQ_1S39OS.JPG,PillProjectDisc79/images/CUR!FFTLJ69C2JMMK25X!5RMA9FQ6GT.JPG,PillProjectDisc45/images/BRT8HKPPL96EXVSDV_OS0ZW864FIA9K.JPG,PillProjectDisc47/images/BTCEL7_0W8Z2!R_EA6QA6ZRJ2W0POVM.JPG,PillProjectDisc3/images/074BGFE334ICEIMLIHT1Y1Q-6QR21K.JPG,PillProjectDisc26/images/B9ZCM7KUGX!20NQ2FJFJB-PWNYU-9CJ.JPG,PillProjectDisc29/images/BCK1SD66D_KMMNNQMJ1CSD3BQP8Y3YO.JPG,ONGLYZA 2.5MG TAB,"{'Shape': 'ROUND', 'Color': 'YELLOW', 'Imprint': '2.5;4214', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00003-4222-16,PillProjectDisc37/images/BKQ9A6NQO8OZKBB81DT_H0!Z-R4J4GK.JPG,PillProjectDisc4/images/1QVH_5POFWGJC6FXFFURDZ0S8IWBJP.JPG,PillProjectDisc19/images/B3LD-81UM5FFEN8FFK8J_M79IQIZ!!D.JPG,PillProjectDisc29/images/BD3506U962JUOO9GJ4QU5OMZTMHSQC4.JPG,PillProjectDisc16/images/B0J6GO1!25PZZMY8-QFN4C79UY60MUW.JPG,PillProjectDisc3/images/05!RZJ26DD3MRKED!6Y324UH838IVQ.JPG,PillProjectDisc6/images/2SQTOQCTA_Z1Z0WEWHR1_Z4JJCPO8C.JPG,KOMBIGLYZE 2.5-1000 TAB,"{'Shape': 'OVAL', 'Color': 'YELLOW', 'Imprint': '2.5;1000;4222', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00004-0259-01,PillProjectDisc31/images/BEEZ9_201UH!ZOVG_BSB6-RSVKHN70O.JPG,PillProjectDisc31/images/BEIAZMIRG04MEMOX9QKUVUXEAQDSD6B.JPG,PillProjectDisc32/images/BFSUK3LLE2YXUDLHXF56GUBQ8DSWTLT.JPG,PillProjectDisc80/images/CVIRGUE5QGKP6LVVRG2H20RK20FILHQ.JPG,PillProjectDisc8/images/5AJZSU0LPGP1OYQ48FOZ8O6OLBDFQ-.JPG,PillProjectDisc19/images/B2XULQP9QZFBQBSTWSKFO9AVZ4OM5CX.JPG,PillProjectDisc88/images/GECGFNOEJWZOZCUFRHKW6E3FHTFPON.JPG,CELLCEPT 250MG CAPSULES,"{'Shape': 'CAPSULE', 'Color': ['BLUE', 'ORANGE'], 'Imprint': 'CellCept;250;Roche', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00004-0260-01,PillProjectDisc38/images/BL9_LV8DMP1HP9VI!A3PKQP2U_0YZ8O.JPG,PillProjectDisc108/images/Z-G2N!OV-WDPZDZ1QDWAQOXIBDKRN1.JPG,PillProjectDisc18/images/B2UCYLDSM3KMF!IHIT!_T6YO0LXFC_Y.JPG,PillProjectDisc86/images/ED-HMRLO07H1-EP!N3ZX!HTYOQVDOJ.JPG,PillProjectDisc73/images/CPKPA277AW-_DP7LU-DA!GHI_CR_VV6.JPG,PillProjectDisc28/images/BCARPXRGRE00ELICT2B1M2184FVXZXD.JPG,PillProjectDisc65/images/CHND0B-OVJ7USE1SZ9XRQ_2L43!NMJ!.JPG,CELLCEPT 500MG TABLETS,"{'Shape': 'OVAL', 'Color': 'PURPLE', 'Imprint': 'CellCept;500;Roche', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00004-0800-85,PillProjectDisc68/images/CK_-X3MJSOOXPGC37J64Z5URE5N5LWW.JPG,PillProjectDisc51/images/BX96MLR8BS-CX52NK5ZDWFU4EPFIJIB.JPG,PillProjectDisc1/images/!U7POVU8COC6YD17JOQCZNHBEVQ5XO.JPG,PillProjectDisc20/images/B4BS3DOFMXQF3UZ2JZX8C9NJM2FWFET.JPG,PillProjectDisc41/images/BN_UO4VOEL5_FYLYTQZC5B1FH6_3AWD.JPG,PillProjectDisc12/images/9290FK5WXNME22W--0D-CPISPH1B17.JPG,PillProjectDisc32/images/BFM8MIGE0GL_PX564L2RN66E5N967LG.JPG,TAMIFLU 75 MG CAPSULES,"{'Shape': 'CAPSULE', 'Color': ['GRAY', 'YELLOW'], 'Imprint': 'ROCHE;75;mg', 'ImprintColor': 'GRAY', 'ImprintType': 'PRINTED', 'Score': '1'}"
00006-0032-20,PillProjectDisc71/images/CN7J-VNWX1MOBFGZ25JI0YODK3AY12Z.JPG,PillProjectDisc2/images/-ICWR6U_U14W65INE8K3AU9PCKDRHQ.JPG,PillProjectDisc81/images/CWOEMYAWZ!KOCSG-MO8IT0L8V0XB393.JPG,PillProjectDisc1/images/!8JYNE4BNVZ-4XIZFA0F8JCPC7TJJK.JPG,PillProjectDisc44/images/BQXVCT066GL9-G1_7J47MBKR0VSVYNN.JPG,PillProjectDisc37/images/BKM76TK4F-N2TX_ZNU7K3WRUZC916KT.JPG,PillProjectDisc95/images/M29-PQ1TBLM569F0U40GNLRUTSDAWC.JPG,STROMECTOL 3MG TAB,"{'Shape': 'ROUND', 'Color': 'WHITE', 'Imprint': 'MSD;32', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0112-54,PillProjectDisc86/images/DZMQKY6JJ-38ET0OOH1NMZE1Z10BJ3.JPG,PillProjectDisc58/images/CAXXE_W!_RTVH05JTYX6I0PEWHNP2B-.JPG,PillProjectDisc87/images/ET82MRW38NLZBHF80S1VOH4X1F6-XB.JPG,PillProjectDisc89/images/G_IWOJVUP!WP024TZQOFSHXSQPXG04.JPG,PillProjectDisc54/images/B_G_5DIS1G3KLNHLBZV6LCM!!PPVRIJ.JPG,PillProjectDisc18/images/B2T05P0U4483PDRNIES-_KGCT9GGX2-.JPG,PillProjectDisc89/images/GOZ5O3S1ZQQ20D3H648TDSFMV-5P3L.JPG,JANUVIA TAB 50MG,"{'Shape': 'ROUND', 'Color': 'BROWN', 'Imprint': '112', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0221-31,PillProjectDisc12/images/95NYF26_X_1I02YEAZPVB!K-AB6K8S.JPG,PillProjectDisc63/images/CG5D42ZWBP1L_XO7DYM9Z2FV_OBR_60.JPG,PillProjectDisc88/images/FYXCZ2OYWAD-WCNTMSPHSBCT31KV!U.JPG,PillProjectDisc61/images/CEK!B3PT5L-!1097-NJ5Z5PES9YM88Q.JPG,PillProjectDisc87/images/F3TA7!SNR_LLIDB_Z6VC0SFUN5-Z8L.JPG,PillProjectDisc13/images/9O-QCZQRPND1J4Y-92O646FDK!GUTY.JPG,PillProjectDisc73/images/CP9RR5EUXEZR8N_8PB1HP4K9GXE!C9H.JPG,JANUVIA TAB 25MG,"{'Shape': 'ROUND', 'Color': 'PINK', 'Imprint': '221', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0227-61,PillProjectDisc1/images/!3F1WJ2-OPOHJCGUDP9L5G9LYH9QMJ.JPG,PillProjectDisc35/images/BI76O02JEX-X38G7BBDUB9-YVX8-BKU.JPG,PillProjectDisc25/images/B97L0E0FS3QJ3KC-LXDDJ3W63W7P732.JPG,PillProjectDisc60/images/CDK5H3UDT89!4P7DWP5XEEL4CQKADMW.JPG,PillProjectDisc84/images/CZU65Q857CQJ3WQODQTHL0AI2S1FH0R.JPG,PillProjectDisc58/images/CBAQ6WPQ4ET2R7VQ3EQHMETIIF78X9H.JPG,PillProjectDisc62/images/CF2FUIR9E-QE7UW_W3ZX2AQIV!0I9T5.JPG,ISENTRESS 400 MG TAB,"{'Shape': 'OVAL', 'Color': 'PINK', 'Imprint': '227', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0277-54,PillProjectDisc39/images/BMEIX9H3IW_WGT9NAKG39AWWJ16C4M2.JPG,PillProjectDisc83/images/CY7_523LV8H!LHLQV!APZ-TSJDIE0JA.JPG,PillProjectDisc23/images/B6__URESXXCYOEGCYSUMJO28GUS5DQ0.JPG,PillProjectDisc90/images/I37BYFUFT7YEHJ7QSSX6XZDS2RZC_O.JPG,PillProjectDisc5/images/1TA8FI!9GPC07F590SJB0C3_3JVMY!.JPG,PillProjectDisc43/images/BP_VUIVCKRD-FGI!FD4N0FJ9JD8GYGY.JPG,PillProjectDisc43/images/BQ4UJ23V_OF14CUDJ6IY82CK3TTR_O3.JPG,JANUVIA TAB 100MG,"{'Shape': 'ROUND', 'Color': 'BROWN', 'Imprint': '277', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0575-61,PillProjectDisc38/images/BL6J3KNOZQQ8SICCZ09E8_89Q7Z78-O.JPG,PillProjectDisc87/images/F9H1FAH_YLK11NYWC-TN0K2-P_I!6N.JPG,PillProjectDisc71/images/CN86F456DE7NH8PKOVN6H-QEWX3AM-6.JPG,PillProjectDisc25/images/B9I8YB!T8WN_3NWX_N9KSD20A2E4VOR.JPG,PillProjectDisc47/images/BT_EGG9NS!NNXCJMIS3OQDEBGUZ50E9.JPG,PillProjectDisc101/images/RXOEE3M8ZC319TLZX98WEQY04VT_P1.JPG,PillProjectDisc25/images/B9KRJT-4IE1ZTAX2!NP3UN9-E!X2I4S.JPG,JANUMET TAB 50-500MG,"{'Shape': 'OVAL', 'Color': 'PINK', 'Imprint': '575', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0577-61,PillProjectDisc11/images/7J3OFV!82PNEODCC6F4!YSRCMAMB38.JPG,PillProjectDisc8/images/5AMIJL07OEYKETIHN68QOFA9S3NRVH.JPG,PillProjectDisc28/images/BB_I6KO52_KSNIVO6SOHZ0QQGW3D0S1.JPG,PillProjectDisc4/images/1Q4UVJAFRM1YF-7J0FOAER9H3K6GV8.JPG,PillProjectDisc33/images/BGJ1BA0!P7Z-OVSU5B0RIWAQH-YEUWD.JPG,PillProjectDisc45/images/BRJ7KPEHETV2697_31BWI23!8SU5AI1.JPG,PillProjectDisc49/images/BVUJ-20C6ZE92!FHWMRATFQD-TNFK_.JPG,JANUMET TAB 50-1000,"{'Shape': 'OVAL', 'Color': 'RED', 'Imprint': '577', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0717-31,PillProjectDisc107/images/Y025R!5YWNKF_8VF2CSVGGVKZ57T7D.JPG,PillProjectDisc108/images/YGRYI04Y5-3I74WJ5RD1G0H7UODUC7.JPG,PillProjectDisc66/images/CI_FURG3ATHWH0C_IHJ8_0J5XV_ZNH!.JPG,PillProjectDisc24/images/B8JMX!AB88PJBPIEULY6A8CGN79SCGB.JPG,PillProjectDisc41/images/BO7IBEH06HDN9U6BWKPY2_-XI0AHN-9.JPG,PillProjectDisc41/images/BOEWAGL1TM8H5RDX2PNEE7TQ!IBP1ZS.JPG,PillProjectDisc75/images/CRHY7!KYLOBSTKMEOUP6D1J6OSAP-G!.JPG,HYZAAR TAB 50-12.5,"{'Shape': 'TEAR', 'Color': 'YELLOW', 'Imprint': 'HYZAAR;MRK;717', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0745-54,PillProjectDisc76/images/CS-_!G4FR5CM8S43QA09ARWQT4PHKN.JPG,PillProjectDisc39/images/BM7GCJ03KEH77D9FLY_!ISR6PG109YH.JPG,PillProjectDisc37/images/BK3V1FMRU!93K9OHDIIYF5TX_KXNK6M.JPG,PillProjectDisc45/images/BRZTSQTMMHF3WXDUETW4_F!1Q-6OBUH.JPG,PillProjectDisc57/images/CAFNDS59W2JRWWHKXB67M2OZPVV9_SW.JPG,PillProjectDisc107/images/XHN55G!1G8SVHKQI9!YID06HATRN91.JPG,PillProjectDisc50/images/BWX-KJ!RPYNJL98QMHNG-8_V7QN!D7J.JPG,HYZAAR TAB 100-12.5,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': '745', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00006-0747-31,PillProjectDisc61/images/CE314USIHFBRZW5CIFZQIZZ7R9DMSCT.JPG,PillProjectDisc67/images/CK3S7DM8VX799RT64Z21DP5I-2YZ6A4.JPG,PillProjectDisc68/images/CKL8L9Y2V6BF887WZCUKW__T93T6F5N.JPG,PillProjectDisc41/images/BO!Q4C8XJOHLGL4X8R9_ZJB3SJHK0Q-.JPG,PillProjectDisc10/images/7A4EPLACWR55O50R5HK5ZU6AW04D2D.JPG,PillProjectDisc5/images/2KAQ5DDW6XN8YO5_1T7LCTK7L_0Q!K.JPG,PillProjectDisc72/images/CNZC-!R4O!MLYQWKAFUPNEEIE990W-B.JPG,HYZAAR TAB 100-25,"{'Shape': 'TEAR', 'Color': 'YELLOW', 'Imprint': 'HYZAAR;MRK;747', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
